l(nm) P
300	0.03410
301	0.36014
302	0.68618
303	1.01222
304	1.33826
305	1.66430
306	1.99034
307	2.31638
308	2.64242
309	2.96846
310	3.29450
311	4.98865
312	6.68280
313	8.37695
314	10.07110
315	11.76520
316	13.45940
317	15.15350
318	16.84770
319	18.54180
320	20.23600
321	21.91770
322	23.59950
323	25.28120
324	26.96300
325	28.64470
326	30.32650
327	32.00820
328	33.69000
329	35.37170
330	37.05350
331	37.34300
332	37.63260
333	37.92210
334	38.21160
335	38.50110
336	38.79070
337	39.08020
338	39.36970
339	39.65930
340	39.94880
341	40.44510
342	40.94140
343	41.43770
344	41.93400
345	42.43020
346	42.92650
347	43.42280
348	43.91910
349	44.41540
350	44.91170
351	45.08440
352	45.25700
353	45.42970
354	45.60230
355	45.77500
356	45.94770
357	46.12030
358	46.29300
359	46.46560
360	46.63830
361	47.18340
362	47.72850
363	48.27350
364	48.81860
365	49.36370
366	49.90880
367	50.45390
368	50.99890
369	51.54400
370	52.08910
371	51.87770
372	51.66640
373	51.45500
374	51.24370
375	51.03230
376	50.82090
377	50.60960
378	50.39820
379	50.18690
380	49.97550
381	50.44280
382	50.91000
383	51.37730
384	51.84460
385	52.31180
386	52.77910
387	53.24640
388	53.71370
389	54.18090
390	54.64820
391	57.45890
392	60.26950
393	63.08020
394	65.89090
395	68.70150
396	71.51220
397	74.32290
398	77.13360
399	79.94420
400	82.75490
401	83.62800
402	84.50110
403	85.37420
404	86.24730
405	87.12040
406	87.99360
407	88.86670
408	89.73980
409	90.61290
410	91.48600
411	91.68060
412	91.87520
413	92.06970
414	92.26430
415	92.45890
416	92.65350
417	92.84810
418	93.04260
419	93.23720
420	93.43180
421	92.75680
422	92.08190
423	91.40690
424	90.73200
425	90.05700
426	89.38210
427	88.70710
428	88.03220
429	87.35720
430	86.68230
431	88.50060
432	90.31880
433	92.13710
434	93.95540
435	95.77360
436	97.59190
437	99.41020
438	101.22800
439	103.04700
440	104.86500
441	106.07900
442	107.29400
443	108.50800
444	109.72200
445	110.93600
446	112.15100
447	113.36500
448	114.57900
449	115.79400
450	117.00800
451	117.08800
452	117.16900
453	117.24900
454	117.33000
455	117.41000
456	117.49000
457	117.57100
458	117.65100
459	117.73200
460	117.81200
461	117.51700
462	117.22200
463	116.92700
464	116.63200
465	116.33600
466	116.04100
467	115.74600
468	115.45100
469	115.15600
470	114.86100
471	114.96700
472	115.07300
473	115.18000
474	115.28600
475	115.39200
476	115.49800
477	115.60400
478	115.71100
479	115.81700
480	115.92300
481	115.21200
482	114.50100
483	113.78900
484	113.07800
485	112.36700
486	111.65600
487	110.94500
488	110.23300
489	109.52200
490	108.81100
491	108.86500
492	108.92000
493	108.97400
494	109.02800
495	109.08200
496	109.13700
497	109.19100
498	109.24500
499	109.30000
500	109.35400
501	109.19900
502	109.04400
503	108.88800
504	108.73300
505	108.57800
506	108.42300
507	108.26800
508	108.11200
509	107.95700
510	107.80200
511	107.50100
512	107.20000
513	106.89800
514	106.59700
515	106.29600
516	105.99500
517	105.69400
518	105.39200
519	105.09100
520	104.79000
521	105.08000
522	105.37000
523	105.66000
524	105.95000
525	106.23900
526	106.52900
527	106.81900
528	107.10900
529	107.39900
530	107.68900
531	107.36100
532	107.03200
533	106.70400
534	106.37500
535	106.04700
536	105.71900
537	105.39000
538	105.06200
539	104.73300
540	104.40500
541	104.36900
542	104.33300
543	104.29700
544	104.26100
545	104.22500
546	104.19000
547	104.15400
548	104.11800
549	104.08200
550	104.04600
551	103.64100
552	103.23700
553	102.83200
554	102.42800
555	102.02300
556	101.61800
557	101.21400
558	100.80900
559	100.40500
560	100.00000
561	99.63340
562	99.26680
563	98.90030
564	98.53370
565	98.16710
566	97.80050
567	97.43390
568	97.06740
569	96.70080
570	96.33420
571	96.27960
572	96.22500
573	96.17030
574	96.11570
575	96.06110
576	96.00650
577	95.95190
578	95.89720
579	95.84260
580	95.78800
581	95.07780
582	94.36750
583	93.65730
584	92.94700
585	92.23680
586	91.52660
587	90.81630
588	90.10610
589	89.39580
590	88.68560
591	88.81770
592	88.94970
593	89.08180
594	89.21380
595	89.34590
596	89.47800
597	89.61000
598	89.74210
599	89.87410
600	90.00620
601	89.96550
602	89.92480
603	89.88410
604	89.84340
605	89.80260
606	89.76190
607	89.72120
608	89.68050
609	89.63980
610	89.59910
611	89.40910
612	89.21900
613	89.02900
614	88.83890
615	88.64890
616	88.45890
617	88.26880
618	88.07880
619	87.88870
620	87.69870
621	87.25770
622	86.81670
623	86.37570
624	85.93470
625	85.49360
626	85.05260
627	84.61160
628	84.17060
629	83.72960
630	83.28860
631	83.32970
632	83.37070
633	83.41180
634	83.45280
635	83.49390
636	83.53500
637	83.57600
638	83.61710
639	83.65810
640	83.69920
641	83.33200
642	82.96470
643	82.59750
644	82.23020
645	81.86300
646	81.49580
647	81.12850
648	80.76130
649	80.39400
650	80.02680
651	80.04560
652	80.06440
653	80.08310
654	80.10190
655	80.12070
656	80.13950
657	80.15830
658	80.17700
659	80.19580
660	80.21460
661	80.42090
662	80.62720
663	80.83360
664	81.03990
665	81.24620
666	81.45250
667	81.65880
668	81.86520
669	82.07150
670	82.27780
671	81.87840
672	81.47910
673	81.07970
674	80.68040
675	80.28100
676	79.88160
677	79.48230
678	79.08290
679	78.68360
680	78.28420
681	77.42790
682	76.57160
683	75.71530
684	74.85900
685	74.00270
686	73.14650
687	72.29020
688	71.43390
689	70.57760
690	69.72130
691	69.91010
692	70.09890
693	70.28760
694	70.47640
695	70.66520
696	70.85400
697	71.04280
698	71.23150
699	71.42030
700	71.60910
701	71.88310
702	72.15710
703	72.43110
704	72.70510
705	72.97900
706	73.25300
707	73.52700
708	73.80100
709	74.07500
710	74.34900
711	73.07450
712	71.80000
713	70.52550
714	69.25100
715	67.97650
716	66.70200
717	65.42750
718	64.15300
719	62.87850
720	61.60400
721	62.43220
722	63.26030
723	64.08850
724	64.91660
725	65.74480
726	66.57300
727	67.40110
728	68.22930
729	69.05740
730	69.88560
731	70.40570
732	70.92590
733	71.44600
734	71.96620
735	72.48630
736	73.00640
737	73.52660
738	74.04670
739	74.56690
740	75.08700
741	73.93760
742	72.78810
743	71.63870
744	70.48930
745	69.33980
746	68.19040
747	67.04100
748	65.89160
749	64.74210
750	63.59270
751	61.87520
752	60.15780
753	58.44030
754	56.72290
755	55.00540
756	53.28800
757	51.57050
758	49.85310
759	48.13560
760	46.41820
761	48.45690
762	50.49560
763	52.53440
764	54.57310
765	56.61180
766	58.65050
767	60.68920
768	62.72800
769	64.76670
770	66.80540
771	66.46310
772	66.12090
773	65.77860
774	65.43640
775	65.09410
776	64.75180
777	64.40960
778	64.06730
779	63.72510
780	63.38280
781	63.47490
782	63.56700
783	63.65920
784	63.75130
785	63.84340
786	63.93550
787	64.02760
788	64.11980
789	64.21190
790	64.30400
791	63.81880
792	63.33360
793	62.84840
794	62.36320
795	61.87790
796	61.39270
797	60.90750
798	60.42230
799	59.93710
800	59.45190
801	58.70260
802	57.95330
803	57.20400
804	56.45470
805	55.70540
806	54.95620
807	54.20690
808	53.45760
809	52.70830
810	51.95900
811	52.50720
812	53.05530
813	53.60350
814	54.15160
815	54.69980
816	55.24800
817	55.79610
818	56.34430
819	56.89240
820	57.44060
821	57.72780
822	58.01500
823	58.30220
824	58.58940
825	58.87650
826	59.16370
827	59.45090
828	59.73810
829	60.02530
830	60.31250
